month_year,bank_name,role_type,total_volume_mn,approved_volume_mn,approved_pct,technical_decline_pct,business_decline_pct,total_decline_pct
2025-06,Federal Bank Ltd.,Remitter,242.1,226.07,93.38,0.02,6.6,6.62
2025-06,Fino Payments Bank Ltd.,Remitter,209.27,182.86,87.38,0.88,11.74,12.62
2025-06,Bank of Maharashtra,Remitter,200.61,187.75,93.59,0.03,6.38,6.41
2025-06,Indusind Bank Ltd.,Remitter,196.57,176.8,89.94,0.64,9.41,10.05
2025-06,IDBI Bank Ltd.,Remitter,193.91,181.6,93.65,0.27,6.08,6.35
2025-06,Yes Bank Ltd.,Remitter,180.35,166.91,92.55,0.08,7.37,7.45
2025-06,Karnataka Bank,Remitter,138.5,127.99,92.41,0.25,7.34,7.59
2025-06,Tri O Tech Solutions Private Limited,Remitter,112.44,112.44,100,0,0,0
2025-06,IDFC Bank Ltd.,Remitter,112.34,105.08,93.54,0.14,6.32,6.46
2025-06,The Jammu & Kashmir Bank Limited,Remitter,97.27,90.79,93.34,0.73,5.92,6.65
2025-06,Karur Vysya Bank,Remitter,89.99,83.8,93.12,0.29,6.59,6.88
2025-06,Bandhan Bank limited,Remitter,84.89,79.99,94.23,0.49,5.28,5.77
2025-06,AU Small Finance Bank,Remitter,72.91,65.87,90.35,0.04,9.61,9.65
2025-06,The South Indian Bank Limited,Remitter,68.49,64.84,94.67,0.19,5.13,5.32
2025-06,Punjab and Sind Bank,Remitter,55.07,50.21,91.18,1.06,7.76,8.82
2025-06,City Union Bank,Remitter,52.89,48.76,92.2,0.2,7.59,7.79
2025-06,Ujjivan Small Finance Bank Limited,Remitter,52.39,47.91,91.45,0.3,8.25,8.55
2025-06,Tamilnad Mercantile Bank Limited,Remitter,52.32,48.68,93.04,0.15,6.81,6.96
2025-06,JIO Payments Bank Ltd,Remitter,52.13,44.78,85.91,1.01,13.08,14.09
2025-06,Baroda U.P. Bank,Remitter,44.19,41.19,93.21,1.23,5.56,6.79
2025-06,Kerala Gramin Bank,Remitter,43.3,39.68,91.63,1.58,6.78,8.36
2025-06,Telangana Grameena Bank,Remitter,41.11,35.79,87.07,2.79,10.14,12.93
2025-06,NSDL Payments Bank Limited,Remitter,38.69,32.91,85.05,0.74,14.21,14.95
2025-06,Karnataka Gramin Bank,Remitter,34.24,30.17,88.11,2.56,9.33,11.89
2025-06,Maharashtra Gramin Bank,Remitter,34.01,29.35,86.29,0.85,12.86,13.71
2025-06,Rajasthan Marudhara Gramin Bank,Remitter,33.3,28.88,86.73,1.47,11.81,13.28
2025-06,RBL Bank Ltd.,Remitter,32.16,30.2,93.89,0.23,5.88,6.11
2025-06,ESAF Small Finance Bank Ltd,Remitter,31.54,30.24,95.88,0.1,4.02,4.12
2025-06,DBS Bank India Limited,Remitter,30.55,28.5,93.29,0.19,6.52,6.71
2025-06,Andhra Pragathi Grameena Bank,Remitter,29.66,24.63,83.04,4.26,12.7,16.96
2025-06,Equitas Small Finance Bank,Remitter,28.87,26.37,91.34,0,8.66,8.66
2025-06,Saraswat Co-operative Bank,Remitter,28.21,26.69,94.61,0.08,5.3,5.38
2025-06,Sarva Haryana Gramin Bank,Remitter,24.99,23.64,94.6,0.84,4.55,5.39
2025-06,Standard Chartered Bank,Remitter,24.78,23.73,95.78,0.33,3.88,4.21
2026-06,State Bank of India,Remitter,6316.41,5752.35,91.07,24,8.68,32.68
2026-06,Bank of Baroda,Remitter,1693.24,1467.87,86.69,59,12.73,71.73
2026-06,HDFC Bank Ltd.,Remitter,1674.91,1561.52,93.23,1,6.76,7.76
2026-06,Union Bank of India,Remitter,1482.26,1334.48,90.03,12,9.86,21.86
2026-06,Punjab National Bank,Remitter,1386.96,1227.74,88.52,85,10.64,95.64
2026-06,Canara Bank,Remitter,1184.48,1074.56,90.72,15,9.12,24.12
2026-06,Kotak Mahindra Bank,Remitter,1134.44,1009.54,88.99,1,11,12
2026-06,Axis Bank Ltd.,Remitter,1027.17,957.73,93.24,1,6.75,7.75
2026-06,India Post Payments Bank Limited,Remitter,880.55,722.05,82,6,17.95,23.95
2026-06,Indian Bank,Remitter,783.26,693.34,88.52,23,11.25,34.25
2026-06,ICICI Bank Ltd.,Remitter,766.11,729.49,95.22,4,4.74,8.74
2026-06,Airtel Payments Bank Limited,Remitter,743.43,550.06,73.99,17,25.85,42.85
2026-06,Bank Of India,Remitter,736.01,667.78,90.73,31,8.96,39.96
2026-06,Indian Overseas Bank,Remitter,439.77,393.81,89.55,1.03,9.42,10.45
2026-06,Central Bank of India,Remitter,427.37,374.33,87.59,68,11.73,79.73
2026-06,UCO Bank,Remitter,341.95,299.45,87.57,9,12.34,21.34
2026-06,Federal Bank Ltd.,Remitter,291.75,262.34,89.92,3,10.04,13.04
2026-06,Fino Payments Bank Ltd.,Remitter,279.67,212.91,76.13,54,23.33,77.33
2026-06,Bank of Maharashtra,Remitter,258.36,234.33,90.7,33,8.96,41.96
2026-06,Indusind Bank Ltd.,Remitter,254.5,216.6,85.11,7,14.82,21.82
2026-06,IDBI Bank Ltd.,Remitter,229.43,209.47,91.3,15,8.55,23.55
2026-06,Tri O Tech Solutions Private Limited,Remitter,192.35,192.35,100,0,0,0
2026-06,Yes Bank Ltd.,Remitter,169.88,156.26,91.98,17,7.85,24.85
2026-06,IDFC Bank Ltd.,Remitter,164.31,152.04,92.53,5,7.42,12.42
2026-06,Karnataka Bank,Remitter,162.68,146.43,90.01,5,9.93,14.93
2026-06,The Jammu & Kashmir Bank Limited,Remitter,121.65,111.83,91.93,10,7.97,17.97
2026-06,Karur Vysya Bank,Remitter,108.75,100.46,92.38,16,7.46,23.46
2026-06,JIO PAYMENTS BANK LTD,Remitter,102.76,80.46,78.3,14,21.57,35.57
2026-06,BANDHAN BANK LIMITED,Remitter,100.63,94.84,94.25,17,5.58,22.58
2026-06,AU small Finance Bank,Remitter,94.61,81.49,86.13,23,13.65,36.65
2026-06,Baroda U.P. Bank,Remitter,93.81,84.36,89.93,3.65,6.43,10.08
2026-06,Slice Small Finance Bank Limited,Remitter,90.55,85.34,94.25,4,5.71,9.71
2026-06,The South Indian Bank Limited,Remitter,84.02,78.35,93.25,8,6.67,14.67
2026-06,NSDL Payments Bank Limited,Remitter,81.77,61.47,75.17,87,23.96,110.96
2026-06,Punjab and Sind Bank,Remitter,72.31,60.8,84.08,3.11,12.81,15.92
2026-06,Rajasthan Marudhara Gramin Bank,Remitter,69.82,58.15,83.28,1.52,15.2,16.72
2026-06,Tamilnad Mercantile Bank Limited,Remitter,67.91,61.38,90.39,1.12,8.49,9.61
2026-06,Slice Small Finance Bank Limited,Remitter,65.27,56.25,86.18,31,13.51,44.51
2026-06,City Union Bank,Remitter,63.42,57.95,91.38,20,8.42,28.42
2026-06,Karnataka Gramin Bank,Remitter,62.32,54.32,87.17,1.42,11.42,12.84
2026-06,KERALA GRAMIN BANK,Remitter,61.2,56.29,91.97,92,7.1,99.1
2026-06,TELANGANA GRAMEENA BANK,Remitter,57.9,46.24,79.86,6.07,14.07,20.14
2026-06,CHAITANYA GODAVARI GRAMEENA BANK,Remitter,51.04,45.25,88.65,14,11.22,25.22
2026-06,Maharashtra Gramin Bank,Remitter,44.47,36.42,81.9,3,15.1,18.1
2026-06,ESAF SMALL FINANCE BANK LTD,Remitter,37.65,35.6,94.55,2.03,3.42,5.45
2026-06,Saraswat Co-operative Bank,Remitter,34.51,31.95,92.58,1.08,6.34,7.42
2026-06,DBS Bank India Limited,Remitter,31.84,28.85,90.61,5,9.33,14.33
2026-06,SARVA HARYANA GRAMIN BANK,Remitter,30.99,27.5,88.74,1.64,9.62,11.26
2026-06,EQUITAS SMALL FINANCE BANK,Remitter,29.99,26.34,87.82,45,11.73,56.73
2026-06,One Mobikwik Systems Limited,Remitter,27.63,27.63,100,0,0,0
2024-03,State Bank Of India,Remitter,3557.54,3379.31,94.99,32,4.7,36.7
2024-03,HDFC BANK LTD,Remitter,1158.51,1113.68,96.13,1,3.86,4.86
2024-03,Bank of Baroda,Remitter,882.82,823.67,93.3,45,6.25,51.25
2024-03,Union Bank of India,Remitter,848.59,793.18,93.47,1.4,5.14,6.54
2024-03,Punjab National Bank,Remitter,728.08,686,94.22,23,5.54,28.54
2024-03,Kotak Mahindra Bank,Remitter,703.56,658.95,93.66,14,6.2,20.2
2024-03,Canara Bank,Remitter,642.81,602.44,93.72,37,5.91,42.91
2024-03,Axis Bank Ltd.,Remitter,630.13,605.37,96.07,1,3.93,4.93
2024-03,ICICI Bank,Remitter,603.62,581.89,96.4,9,3.52,12.52
2024-03,Bank of India,Remitter,434.19,410.87,94.63,34,5.03,39.03
2024-03,Indian Bank,Remitter,400.98,378.49,94.39,21,5.4,26.4
2024-03,Airtel Payments Bank,Remitter,387.91,353.97,91.25,12,8.63,20.63
2024-03,India Post Payment Bank,Remitter,312.23,250.31,80.17,5.98,13.85,19.83
2024-03,Federal Bank,Remitter,204.83,194.16,94.79,20,5.01,25.01
2024-03,Central Bank Of India,Remitter,200.37,172.28,85.98,3.33,10.69,14.02
2024-03,Indian Overseas Bank,Remitter,188.01,174.21,92.66,2.42,4.92,7.34
2024-03,UCO Bank,Remitter,171.87,160.17,93.19,91,5.9,96.9
2024-03,Bank of Maharashtra,Remitter,153.39,137.7,89.77,4.83,5.41,10.24
2024-03,IDBI Bank Limited,Remitter,151.7,141.49,93.27,1.47,5.26,6.73
2024-03,INDUSIND BANK,Remitter,142.64,132.31,92.76,47,6.76,53.76
2024-03,Fino Payments Bank Limited,Remitter,136.77,121.7,88.98,1.48,9.53,11.01
2024-03,Karnataka Bank,Remitter,106.23,98.61,92.83,1.1,6.07,7.17
2024-03,Yes Bank Ltd,Remitter,103.43,97.67,94.43,17,5.4,22.4
2024-03,Paytm Payments Bank,Remitter,98.18,88.1,89.73,3,10.25,13.25
2024-03,IDFC FIRST Bank,Remitter,83.3,77.46,92.99,28,6.72,34.72
2024-03,Karur Vysya Bank,Remitter,67.68,62.01,91.62,2.51,5.87,8.38
2024-03,Bandhan Bank,Remitter,54.03,50.32,93.13,97,5.9,102.9
2024-03,South Indian Bank,Remitter,53.06,50.76,95.66,4,4.3,8.3
2024-03,Jammu and Kashmir Bank,Remitter,52.39,49.35,94.19,80,5.01,85.01
2024-03,AU small Finance Bank,Remitter,45.2,42.38,93.76,1.23,5.01,6.24
2024-03,Tri O Tech Solutions Private Limited,Remitter,43.69,43.69,100,0,0,0
2024-03,Ujjivan Small Finance Bank,Remitter,42.64,40.15,94.16,22,5.62,27.62
2024-03,City Union Bank,Remitter,40.7,37.49,92.12,31,7.57,38.57
2024-03,Punjab and Sind Bank,Remitter,36.91,32.84,88.97,4.18,6.85,11.03
2024-03,Tamilnad Mercantile Bank,Remitter,36.68,33.53,91.4,1.75,6.86,8.61
2024-03,Equitas Bank,Remitter,32.26,29.83,92.46,28,7.26,35.26
2024-03,Andhra Pradesh Grameena Vikas Bank,Remitter,28.83,24.27,84.18,3.15,12.67,15.82
2024-03,Kerala Gramin Bank,Remitter,27.13,25.19,92.84,96,6.2,102.2
2024-03,DBS Bank India Limited,Remitter,26.67,25.26,94.7,26,5.04,31.04
2024-03,Pragathi Krishna Gramin Bank,Remitter,26.2,23.53,89.82,2.1,8.08,10.18
2024-03,Maharashtra Gramin Bank,Remitter,25.45,22.29,87.57,83,11.61,94.61
2024-03,Standard Chartered,Remitter,25.13,24.41,97.12,19,2.69,21.69
2024-03,Rajasthan Marudhara Gramin Bank,Remitter,24.86,20.72,83.35,4.78,11.87,16.65
2024-03,Saraswat Bank,Remitter,23.28,22.29,95.74,32,3.94,35.94
2024-03,Baroda UP Gramin Bank,Remitter,22.31,16.56,74.22,15.22,10.56,25.78
2024-03,ESAF Small Finance Bank Ltd.,Remitter,21.76,20.42,93.86,1.06,5.08,6.14
2024-03,Fincare Small Finance Bank Ltd,Remitter,21.32,18.14,85.1,47,14.43,61.43
2024-03,Citibank,Remitter,20.78,20.08,96.61,32,3.06,35.06
2024-03,Sarva Haryana Gramin Bank,Remitter,17.71,16.38,92.5,50,7,57
2024-03,Andhra Pragathi Grameena Bank,Remitter,17.33,14.65,84.52,2.1,13.38,15.48
2025-03,State Bank of India,Remitter,4956.07,4560.08,92.01,0.9,7.09,7.99
2025-03,HDFC Bank Ltd.,Remitter,1513.14,1422.05,93.98,0.02,6,6.02
2025-03,Bank of Baroda,Remitter,1270.6,1136.81,89.47,0.03,10.5,10.53
2025-03,Union Bank of India,Remitter,1173.28,1074.49,91.58,0.06,8.36,8.42
2025-03,Punjab National Bank,Remitter,1043.06,941.05,90.22,0.33,9.45,9.78
2025-03,Kotak Mahindra Bank,Remitter,938.6,842.68,89.78,0.02,10.19,10.21
2025-03,Canara Bank,Remitter,901.11,827.49,91.83,0.13,8.04,8.17
2025-03,Axis Bank Ltd.,Remitter,883.53,826.28,93.52,0.03,6.45,6.48
2025-03,ICICI Bank Ltd.,Remitter,730.29,694.87,95.15,0.13,4.72,4.85
2025-03,Bank Of India,Remitter,595.31,549.71,92.34,0.58,7.08,7.66
2025-03,Indian Bank,Remitter,589.5,539.75,91.56,0.23,8.21,8.44
2025-03,India Post Payments Bank Limited,Remitter,570.54,491.41,86.13,0.33,13.54,13.87
2025-03,Airtel Payments Bank Limited,Remitter,569.69,480.31,84.31,0.31,15.38,15.69
2025-03,Indian Overseas Bank,Remitter,292.32,268.73,91.93,0.4,7.67,8.07
2025-03,Central Bank of India,Remitter,266.98,230,86.15,0.3,13.55,13.85
2025-03,Federal Bank Ltd.,Remitter,256.34,234.53,91.49,0.05,8.46,8.51
2025-03,UCO Bank,Remitter,254.76,228.93,89.86,0.09,10.05,10.14
2025-03,Fino Payments Bank Ltd.,Remitter,214.85,188.25,87.62,0.21,12.18,12.39
2025-03,Bank of Maharashtra,Remitter,208.61,193.01,92.52,0.17,7.31,7.48
2025-03,Indusind Bank Ltd.,Remitter,203.78,179.22,87.95,0.03,12.02,12.05
2025-03,IDBI Bank Ltd.,Remitter,200.78,186.24,92.76,0.01,7.23,7.24
2025-03,Yes Bank Ltd.,Remitter,167.37,147.69,88.24,0.11,11.65,11.76
2025-03,Karnataka Bank,Remitter,144.19,130.69,90.64,0.61,8.75,9.36
2025-03,IDFC Bank Ltd.,Remitter,112.68,102.76,91.2,0,8.8,8.8
2025-03,Karur Vysya Bank,Remitter,90.86,83.56,91.97,0.27,7.76,8.03
2025-03,Tri O Tech Solutions Private Limited,Remitter,89.61,89.61,100,0,0,0
2025-03,The Jammu & Kashmir Bank Limited,Remitter,88.86,82.15,92.45,1.14,6.41,7.55
2025-03,Bandhan Bank limited,Remitter,82.99,76.65,92.36,2.48,5.16,7.64
2025-03,AU Small Finance Bank,Remitter,75.73,66.13,87.32,0,12.67,12.67
2025-03,The South Indian Bank Limited,Remitter,70.22,65.92,93.88,0.08,6.04,6.12
2025-03,Punjab and Sind Bank,Remitter,55.66,50.01,89.85,0.63,9.52,10.15
2025-03,City Union Bank,Remitter,54.12,49.11,90.75,0.12,9.13,9.25
2025-03,Ujjivan Small Finance Bank Limited,Remitter,53.09,49.43,93.11,0.6,6.29,6.89
2025-03,Tamilnad Mercantile Bank Limited,Remitter,51.92,47.42,91.34,0.52,8.14,8.66
2025-03,JIO Payments Bank Ltd,Remitter,48.73,38.36,78.72,7.23,14.05,21.28
2025-03,Kerala Gramin Bank,Remitter,43.54,39.77,91.33,1.32,7.35,8.67
2025-03,Baroda U.P. Bank,Remitter,43.22,39.01,90.27,2.51,7.22,9.73
2025-03,Telangana Grameena Bank,Remitter,37.03,30.98,83.67,3.42,12.91,16.33
2025-03,Karnataka Gramin Bank,Remitter,36,31.89,88.58,1.16,10.27,11.43
2025-03,Maharashtra Gramin Bank,Remitter,35.59,30.66,86.14,1.5,12.37,13.87
2025-03,RBL Bank Ltd.,Remitter,34.99,32.36,92.49,0.53,6.98,7.51
2025-03,NSDL Payments Bank Limited,Remitter,34.89,24.14,69.2,11.58,19.22,30.8
2025-03,Rajasthan Marudhara Gramin Bank,Remitter,34.54,27.9,80.78,1.71,17.51,19.22
2025-03,DBS Bank India Limited,Remitter,32.09,29.51,91.95,0.01,8.04,8.05
2025-03,ESAF Small Finance Bank Ltd,Remitter,31.85,29.14,91.5,4.26,4.25,8.51
2025-03,Equitas Small Finance Bank,Remitter,31.5,28.41,90.2,0.37,9.43,9.8
2025-03,Saraswat Co-operative Bank,Remitter,29.58,27.65,93.49,0.5,6.01,6.51
2025-03,Andhra Pragathi Grameena Bank,Remitter,28.26,23.72,83.93,3.91,12.16,16.07
2025-03,Standard Chartered Bank,Remitter,27.87,26.71,95.83,0.03,4.14,4.17
2025-03,Sarva Haryana Gramin Bank,Remitter,23.93,22.41,93.63,1.77,4.59,6.36
2026-03,State Bank Of India,Remitter,6262.1,5759.25,91.97,16,7.87,23.87
2026-03,Hdfc Bank Ltd.,Remitter,1703.53,1596.72,93.73,0,6.27,6.27
2026-03,Bank Of Baroda,Remitter,1649.23,1462.37,88.67,10,11.23,21.23
2026-03,Union Bank Of India,Remitter,1451.37,1315.23,90.62,20,9.17,29.17
2026-03,Punjab National Bank,Remitter,1301.5,1151.96,88.51,13,11.35,24.35
2026-03,Canara Bank,Remitter,1160.95,1060.3,91.33,19,8.49,27.49
2026-03,Kotak Mahindra Bank,Remitter,1134.21,1017.5,89.71,14,10.15,24.15
2026-03,Axis Bank Ltd.,Remitter,1029.58,964.2,93.65,0,6.35,6.35
2026-03,India Post Payments Bank Limited,Remitter,884.14,733.84,83,19,16.81,35.81
2026-03,Indian Bank,Remitter,794.12,715.26,90.07,12,9.8,21.8
2026-03,Airtel Payments Bank Limited,Remitter,787.26,601.23,76.37,23,23.4,46.4
2026-03,Icici Bank Ltd.,Remitter,768.31,731.97,95.27,16,4.57,20.57
2026-03,Bank Of India,Remitter,725.98,662.67,91.28,46,8.26,54.26
2026-03,Indian Overseas Bank,Remitter,417.72,382.34,91.53,2,8.45,10.45
2026-03,Central Bank Of India,Remitter,409.5,362.41,88.5,89,10.61,99.61
2026-03,Uco Bank,Remitter,335.66,293.23,87.36,8,12.56,20.56
2026-03,Federal Bank Ltd.,Remitter,293.37,267.05,91.03,9,8.88,17.88
2026-03,Fino Payments Bank Ltd.,Remitter,275.22,214.31,77.87,6,22.07,28.07
2026-03,Bank Of Maharashtra,Remitter,260.31,238.37,91.57,28,8.15,36.15
2026-03,Indusind Bank Ltd.,Remitter,249.91,215.52,86.24,17,13.59,30.59
2026-03,Idbi Bank Ltd.,Remitter,228.49,209.78,91.81,54,7.65,61.65
2026-03,Yes Bank Ltd.,Remitter,167.38,151.34,90.42,17,9.41,26.41
2026-03,Tri O Tech Solutions Private Limited,Remitter,166.67,166.67,100,0,0,0
2026-03,Idfc Bank Ltd.,Remitter,163.66,152.07,92.92,3,7.05,10.05
2026-03,Karnataka Bank,Remitter,163.57,148.19,90.6,21,9.2,30.2
2026-03,Karur Vysya Bank,Remitter,108.15,98.85,91.4,29,8.32,37.32
2026-03,The Jammu & Kashmir Bank Limited,Remitter,108.13,98.99,91.55,25,8.2,33.2
2026-03,Bandhan Bank Limited,Remitter,102.11,96.77,94.77,74,4.5,78.5
2026-03,Jio Payments Bank Ltd,Remitter,101.97,82.39,80.8,30,18.89,48.89
2026-03,Au Small Finance Bank,Remitter,92.46,80.57,87.14,10,12.76,22.76
2026-03,Baroda U.P. Bank,Remitter,90.1,76.4,84.79,10.17,5.05,15.22
2026-03,The South Indian Bank Limited,Remitter,84.24,78.77,93.51,21,6.28,27.28
2026-03,Nsdl Payments Bank Limited,Remitter,78.59,59.52,75.74,1.63,22.63,24.26
2026-03,Slice Small Finance Bank Limited,Remitter,70.17,65.93,93.96,27,5.77,32.77
2026-03,Punjab And Sind Bank,Remitter,69.58,60.86,87.47,28,12.25,40.25
2026-03,Slice Small Finance Bank Limited,Remitter,66.82,61.08,91.41,54,8.05,62.05
2026-03,Ujjivan Small Finance Bank Limited,Remitter,64.24,56.18,87.46,25,12.29,37.29
2026-03,Rajasthan Marudhara Gramin Bank,Remitter,64.16,54.43,84.83,68,14.49,82.49
2026-03,City Union Bank,Remitter,62.47,56.59,90.59,38,9.03,47.03
2026-03,Karnataka Gramin Bank,Remitter,61.01,53.69,88.01,1.14,10.86,12
2026-03,Kerala Gramin Bank,Remitter,58.84,54.86,93.23,23,6.54,29.54
2026-03,Telangana Grameena Bank,Remitter,52.64,45.41,86.27,1.84,11.89,13.73
2026-03,Chaitanya Godavari Grameena Bank,Remitter,49.65,41.73,84.05,1.2,14.76,15.96
2026-03,Maharashtra Gramin Bank,Remitter,44.51,36.19,81.31,3.46,15.23,18.69
2026-03,Esaf Small Finance Bank Ltd,Remitter,38.08,36.47,95.77,69,3.54,72.54
2026-03,Rbl Bank Ltd.,Remitter,35.74,33.02,92.39,33,7.27,40.27
2026-03,Saraswat Co-Operative Bank,Remitter,34.68,32.48,93.65,52,5.83,57.83
2026-03,Dbs Bank India Limited,Remitter,33.05,30.02,90.82,10,9.08,19.08
2026-03,Equitas Small Finance Bank,Remitter,30.52,27.11,88.84,9,11.07,20.07
2026-03,Sarva Haryana Gramin Bank,Remitter,29.02,26.45,91.15,20,8.65,28.65
2024-05,State Bank Of India,Remitter,3758.35,3562.92,94.8,20,5.01,25.01
2024-05,HDFC Bank Ltd,Remitter,1211.41,1159.93,95.75,6,4.19,10.19
2024-05,Bank of Baroda,Remitter,930.35,860.48,92.49,95,6.56,101.56
2024-05,Union Bank of India,Remitter,876.18,826.94,94.38,24,5.38,29.38
2024-05,Punjab National Bank,Remitter,785.36,735.41,93.64,31,6.05,37.05
2024-05,Kotak Mahindra Bank,Remitter,746.83,693.28,92.83,39,6.78,45.78
2024-05,Canara Bank,Remitter,670.33,622.54,92.87,98,6.15,104.15
2024-05,ICICI Bank,Remitter,627.63,604.6,96.33,5,3.62,8.62
2024-05,Axis Bank Ltd.,Remitter,627.47,599.86,95.6,2,4.39,6.39
2024-05,Bank of India,Remitter,454.54,423.45,93.16,1.68,5.16,6.84
2024-05,Indian Bank,Remitter,427.45,402.27,94.11,24,5.65,29.65
2024-05,Airtel Payments Bank,Remitter,413.75,377.63,91.27,52,8.2,60.2
2024-05,India Post Payment Bank,Remitter,317.28,275.53,86.84,70,12.47,82.47
2024-05,Federal Bank,Remitter,212.71,200.14,94.09,47,5.44,52.44
2024-05,Central Bank Of India,Remitter,206.31,180.03,87.26,1.57,11.16,12.73
2024-05,Indian Overseas Bank,Remitter,197.96,186.72,94.32,44,5.24,49.24
2024-05,UCO Bank,Remitter,184.22,172.65,93.72,11,6.16,17.16
2024-05,IDBI Bank Limited,Remitter,159.28,150.36,94.4,14,5.46,19.46
2024-05,Bank of Maharashtra,Remitter,152.68,141.15,92.45,2.06,5.48,7.54
2024-05,Indusind Bank,Remitter,150.37,138.82,92.32,31,7.38,38.38
2024-05,Fino Payments Bank Limited,Remitter,140.12,129.74,92.59,22,7.19,29.19
2024-05,Yes Bank Ltd,Remitter,121.13,113.92,94.05,5,5.9,10.9
2024-05,Karnataka Bank,Remitter,110.31,102.85,93.24,29,6.47,35.47
2024-05,IDFC First Bank,Remitter,87.12,80.93,92.89,4,7.06,11.06
2024-05,Karur Vysya Bank,Remitter,68.36,64.24,93.97,18,5.85,23.85
2024-05,Jammu and Kashmir Bank,Remitter,66.17,62.14,93.91,1.6,4.48,6.08
2024-05,Bandhan Bank,Remitter,59.24,54.32,91.7,1.6,6.7,8.3
2024-05,South Indian Bank,Remitter,54.78,52.31,95.49,10,4.41,14.41
2024-05,Tri O Tech Solutions Private Limited,Remitter,50.1,50.1,100,0,0,0
2024-05,AU small Finance Bank,Remitter,47.67,44.53,93.42,83,5.75,88.75
2024-05,Ujjivan Small Finance Bank,Remitter,45.1,42.28,93.75,61,5.64,66.64
2024-05,City Union Bank,Remitter,41.63,38.67,92.9,37,6.73,43.73
2024-05,Punjab and Sind Bank,Remitter,38.16,35.4,92.76,36,6.89,42.89
2024-05,Tamilnad Mercantile Bank,Remitter,38.01,35.11,92.38,44,7.19,51.19
2024-05,Equitas Small Finance Bank,Remitter,33.53,31.03,92.55,27,7.18,34.18
2024-05,Andhra Pradesh Grameena Vikas Bank,Remitter,29.8,25.61,85.93,2.02,12.05,14.07
2024-05,Kerala Gramin Bank,Remitter,29.05,27.01,92.97,1.37,5.66,7.03
2024-05,Pragathi Krishna Gramin Bank,Remitter,27.76,24.88,89.64,3,7.36,10.36
2024-05,DBS Bank India Limited,Remitter,27.4,25.83,94.26,16,5.59,21.59
2024-05,Maharashtra Gramin Bank,Remitter,26.27,22.6,86.04,2.39,11.57,13.96
2024-05,Rajasthan Marudhara Gramin Bank,Remitter,25.55,22.11,86.55,2.16,11.29,13.45
2024-05,Standard Chartered,Remitter,25.23,24.46,96.94,18,2.87,20.87
2024-05,Saraswat Bank,Remitter,23.75,22.6,95.17,64,4.19,68.19
2024-05,Baroda UP Gramin Bank,Remitter,23.63,18.47,78.17,12.2,9.63,21.83
2024-05,ESAF Small Finance Bank Ltd.,Remitter,22.91,21.82,95.23,23,4.54,27.54
2024-05,Fincare Small Finance Bank Ltd,Remitter,21.54,18.44,85.62,46,13.92,59.92
2024-05,Sarva Haryana Gramin Bank,Remitter,20.85,17.95,86.11,1.83,12.06,13.89
2024-05,Citi Bank,Remitter,20.03,19.33,96.49,37,3.14,40.14
2024-05,Andhra Pragathi Grameena Bank,Remitter,18.23,15.24,83.62,3.38,13,16.38
2024-05,RBL Bank Limited,Remitter,16.38,14.61,89.18,92,9.91,101.91
2025-05,State Bank of India,Remitter,4972.91,4668.07,93.87,0.25,5.88,6.13
2025-05,HDFC Bank Ltd.,Remitter,1512.37,1437.05,95.02,0.12,4.86,4.98
2025-05,Bank of Baroda,Remitter,1262.84,1152.59,91.27,0.09,8.64,8.73
2025-05,Union Bank of India,Remitter,1168.19,1088.75,93.2,0.09,6.72,6.81
2025-05,Punjab National Bank,Remitter,1068.01,988.98,92.6,0.2,7.2,7.4
2025-05,Kotak Mahindra Bank,Remitter,927.5,857.01,92.4,0.09,7.51,7.6
2025-05,Canara Bank,Remitter,903.21,840.8,93.09,0.07,6.84,6.91
2025-05,Axis Bank Ltd.,Remitter,852.6,808.69,94.85,0,5.15,5.15
2025-05,ICICI Bank Ltd.,Remitter,713.35,685.89,96.15,0.01,3.84,3.85
2025-05,Indian Bank,Remitter,593.72,551.86,92.95,0.31,6.74,7.05
2025-05,Bank Of India,Remitter,587.21,543.52,92.56,0.99,6.44,7.43
2025-05,India Post Payments Bank Limited,Remitter,576.1,513.19,89.08,0.21,10.71,10.92
2025-05,Airtel Payments Bank Limited,Remitter,573.79,497.25,86.66,0.42,12.92,13.34
2025-05,Indian Overseas Bank,Remitter,298.9,277.83,92.95,0.3,6.75,7.05
2025-05,Central Bank of India,Remitter,265.24,235.75,88.88,0.52,10.6,11.12
2025-05,UCO Bank,Remitter,259.36,237.7,91.65,0.15,8.2,8.35
2025-05,Federal Bank Ltd.,Remitter,251.18,233.65,93.02,0.11,6.87,6.98
2025-05,Fino Payments Bank Ltd.,Remitter,213.85,189.11,88.43,0.23,11.33,11.56
2025-05,Bank of Maharashtra,Remitter,204.66,191.3,93.47,0.18,6.36,6.54
2025-05,Indusind Bank Ltd.,Remitter,203.19,183.58,90.35,0.16,9.48,9.64
2025-05,IDBI Bank Ltd.,Remitter,199.11,186.03,93.43,0.47,6.1,6.57
2025-05,Yes Bank Ltd.,Remitter,175.35,161.39,92.04,0.09,7.87,7.96
2025-05,Karnataka Bank,Remitter,140.77,129.97,92.33,0.21,7.45,7.66
2025-05,IDFC Bank Ltd.,Remitter,113.06,105.64,93.44,0.05,6.51,6.56
2025-05,Tri O Tech Solutions Private Limited,Remitter,110.06,110.06,100,0,0,0
