month_year,bank_name,role_type,total_volume_mn,approved_pct,technical_decline_pct,business_decline_pct,approved_volume_mn,total_decline_pct
2025-12,Bank of Baroda,Remitter,1514.5,89.57,11,10.32,1356.54,21.32
2025-12,Union Bank of India,Remitter,1346.98,90.75,58,8.66,1222.38,66.66
2025-12,Punjab National Bank,Remitter,1206.23,89.29,56,10.15,1077.04,66.15
2025-12,Axis Bank Ltd.,Remitter,1107.12,94.87,1,5.12,1050.32,6.12
2025-12,Canara Bank,Remitter,1076.87,90.95,80,8.24,979.41,88.24
2025-12,Kotak Mahindra Bank,Remitter,1075.99,90.79,1,9.19,976.89,10.19
2025-12,ICICI Bank Ltd.,Remitter,777.48,95.74,5,4.2,744.36,9.2
2025-12,India Post Payments Bank Limited,Remitter,770.88,84.39,63,14.98,650.55,77.98
2025-12,Indian Bank,Remitter,728.78,91.08,22,8.69,663.77,30.69
2025-12,Airtel Payments Bank Limited,Remitter,713.93,80.83,24,18.93,577.07,42.93
2025-12,Bank Of India,Remitter,675.44,92.49,22,7.29,624.71,29.29
2025-12,Indian Overseas Bank,Remitter,373.86,91.34,1.01,7.65,341.48,8.66
2025-12,Central Bank of India,Remitter,361.51,89.74,81,9.46,324.42,90.46
2025-12,UCO Bank,Remitter,311.19,89.39,15,10.46,278.17,25.46
2025-12,Federal Bank Ltd.,Remitter,287.32,92.27,11,7.62,265.11,18.62
2025-12,Fino Payments Bank Ltd.,Remitter,257.61,81.75,51,17.75,210.6,68.75
2025-12,Bank of Maharashtra,Remitter,241.41,92.5,27,7.23,223.3,34.23
2025-12,Indusind Bank Ltd.,Remitter,232.46,87.6,25,12.15,203.63,37.15
2025-12,IDBI Bank Ltd.,Remitter,216.21,92.87,40,6.73,200.79,46.73
2025-12,Yes Bank Ltd.,Remitter,182.31,90.49,12,9.39,164.97,21.39
2025-12,Karnataka Bank,Remitter,158.04,91.61,15,8.24,144.78,23.24
2025-12,Tri O Tech Solutions Private Limited,Remitter,157.89,100,0,0,157.89,0
2025-12,IDFC Bank Ltd.,Remitter,126.76,92.29,3,7.68,116.99,10.68
2025-12,The Jammu & Kashmir Bank Limited,Remitter,107.49,92.54,50,6.96,99.47,56.96
2025-12,Karur Vysya Bank,Remitter,102.37,92.51,12,7.37,94.7,19.37
2025-12,BANDHAN BANK LIMITED,Remitter,97.47,95.42,0,4.58,93.01,4.58
2025-12,JIO Payments Bank Ltd,Remitter,85.37,80.99,2.75,16.26,69.14,19.01
2025-12,AU Small Finance Bank,Remitter,85.25,88.18,16,11.66,75.17,27.66
2025-12,The South Indian Bank Limited,Remitter,81.38,94.38,4,5.58,76.81,9.58
2025-12,Uttar Pradesh Gramin Bank,Remitter,71.45,91.42,4.06,4.52,65.32,8.58
2025-12,NSDL Payments Bank Limited,Remitter,67.06,79.15,2.19,18.67,53.08,20.86
2025-12,Punjab and Sind Bank,Remitter,62.97,87.64,1.41,10.95,55.19,12.36
2025-12,Tamilnad Mercantile Bank Limited,Remitter,62.47,91.74,83,7.44,57.31,90.44
2025-12,City Union Bank,Remitter,61.25,91.82,7,8.11,56.24,15.11
2025-12,Ujjivan Small Finance Bank Limited,Remitter,59.73,88.34,16,11.5,52.77,27.5
2025-12,Kerala Gramin Bank,Remitter,55.2,92.26,31,7.43,50.93,38.43
2025-12,Rajasthan Gramin Bank,Remitter,54.91,84.05,3.29,12.66,46.15,15.95
2025-12,Karnataka Gramin Bank,Remitter,53.94,88.85,27,10.88,47.93,37.88
2025-12,Slice Small Finance Bank Limited,Remitter,48.39,95.36,12,4.51,46.14,16.51
2025-12,Telangana Grameena Bank,Remitter,47.72,88.63,71,10.65,42.29,81.65
2025-12,Andhra Pradesh Grameena Bank,Remitter,39.67,91.41,93,7.66,36.26,100.66
2025-12,Maharashtra Gramin Bank,Remitter,39.27,84.54,1.52,13.94,33.2,15.46
2025-12,ESAF Small Finance Bank Ltd,Remitter,36.95,95.86,30,3.85,35.42,33.85
2025-12,Saraswat Co-operative Bank,Remitter,33.09,94.17,56,5.28,31.16,61.28
2025-12,DBS Bank India Limited,Remitter,32.42,91.93,5,8.02,29.8,13.02
2025-12,RBL Bank Ltd.,Remitter,31.79,92.57,7,7.36,29.43,14.36
2025-12,Equitas Small Finance Bank,Remitter,29.61,90.25,1,9.74,26.72,10.74
2025-12,Sarva Haryana Gramin Bank,Remitter,27.78,91.17,1.87,6.97,25.33,8.84
2024-02,State Bank Of India,Remitter,3135.27,94.83,94,4.23,2973.18,98.23
2024-02,HDFC BANK LTD,Remitter,1049.59,95.71,69,3.6,1004.56,72.6
2024-02,Bank of Baroda,Remitter,786.15,93.46,1.03,5.51,734.74,6.54
2024-02,Union Bank of India,Remitter,754.01,93.8,1.68,4.52,707.26,6.2
2024-02,Punjab National Bank,Remitter,628.99,94.85,25,4.9,596.6,29.9
2024-02,ICICI Bank,Remitter,539.76,96.39,29,3.32,520.27,32.32
2024-02,Axis Bank Ltd.,Remitter,558.18,96.29,5,3.66,537.47,8.66
2024-02,Kotak Mahindra Bank,Remitter,609.79,93.1,1.42,5.48,567.71,6.9
2024-02,Canara Bank,Remitter,578.21,94.12,45,5.42,544.21,50.42
2024-02,Paytm Payments Bank,Remitter,294.2,94.39,1,5.6,277.7,6.6
2024-02,Bank of India,Remitter,389.19,94.55,90,4.55,367.98,94.55
2024-02,Indian Bank,Remitter,354.82,95.1,27,4.63,337.43,31.63
2024-02,Airtel Payments Bank,Remitter,344.18,91.11,24,8.65,313.58,32.65
2024-02,India Post Payment Bank,Remitter,271.05,83.2,3.81,13,225.51,16.81
2024-02,Federal Bank,Remitter,187.9,95.3,26,4.44,179.07,30.44
2024-02,Central Bank Of India,Remitter,179.35,82.62,7.8,9.59,148.18,17.39
2024-02,Indian Overseas Bank,Remitter,168.4,93.49,1.84,4.67,157.44,6.51
2024-02,UCO Bank,Remitter,148.69,94.51,11,5.38,140.53,16.38
2024-02,IDBI Bank Limited,Remitter,138.33,89.05,6.56,4.39,123.18,10.95
2024-02,Bank of Maharashtra,Remitter,135.58,91.92,3.26,4.82,124.63,8.08
2024-02,INDUSIND BANK,Remitter,129.68,93.37,71,5.92,121.08,76.92
2024-02,Fino Payments Bank Limited,Remitter,116.25,90.66,49,8.85,105.39,57.85
2024-02,Yes Bank Ltd,Remitter,93.4,94.7,24,5.06,88.45,29.06
2024-02,Karnataka Bank,Remitter,95.34,93.42,82,5.76,89.07,87.76
2024-02,Karur Vysya Bank,Remitter,60.33,94.05,50,5.44,56.74,55.44
2024-02,Bandhan Bank,Remitter,49.32,89.8,4.04,6.16,44.29,10.2
2024-02,South Indian Bank,Remitter,48.87,96.05,2,3.93,46.94,5.93
2024-02,IDFC FIRST Bank,Remitter,74.34,93.92,11,5.96,69.82,16.96
2024-02,Jammu and Kashmir Bank,Remitter,46.57,93.54,1.3,5.16,43.56,6.46
2024-02,City Union Bank,Remitter,36.62,93.36,43,6.21,34.19,49.21
2024-02,Ujjivan Small Finance Bank,Remitter,37.9,93.71,63,5.66,35.52,68.66
2024-02,AU small Finance Bank,Remitter,38.8,95.09,37,4.54,36.89,41.54
2024-02,Tamilnad Mercantile Bank,Remitter,32.68,93.01,54,6.45,30.4,60.45
2024-02,Equitas Bank,Remitter,28.88,93.09,4,6.87,26.88,10.87
2024-02,Standard Chartered,Remitter,26.59,95.99,1.78,2.23,25.52,4.01
2024-02,Punjab and Sind Bank,Remitter,31.49,90.85,3.16,6,28.61,9.16
2024-02,DBS Bank India Limited,Remitter,24.28,95.35,27,4.37,23.15,31.37
2024-02,Andhra Pradesh Grameena Vikas Bank,Remitter,26.19,83.85,96,15.19,21.96,111.19
2024-02,Pragathi Krishna Gramin Bank,Remitter,23.1,88.69,3.64,7.67,20.49,11.31
2024-02,CITI Bank,Remitter,18.92,95.17,37,4.45,18.01,41.45
2024-02,Maharashtra Gramin Bank,Remitter,22.28,86.73,1.75,11.53,19.32,13.28
2024-02,Kerala Gramin Bank,Remitter,25.18,90.99,2.88,6.13,22.91,9.01
2024-02,Saraswat Bank,Remitter,21.03,95.96,25,3.78,20.18,28.78
2024-02,Tri O Tech Solutions Private Limited,Remitter,37.89,100,0,0,37.89,0
2024-02,Rajasthan Marudhara Gramin Bank,Remitter,20.23,88.6,66,10.75,17.92,76.75
2024-02,ESAF Small Finance Bank Ltd.,Remitter,20.59,91.09,3.99,4.91,18.76,8.9
2024-02,Baroda UP Gramin Bank,Remitter,17.1,79.41,8.19,12.4,13.58,20.59
2024-02,Sarva Haryana Gramin Bank,Remitter,14.14,93.02,3,6.95,13.15,9.95
2024-02,RBL Bank,Remitter,15.27,81.63,10.06,8.31,12.46,18.37
2024-02,Andhra Pragathi Grameena Bank,Remitter,14.92,87.07,96,11.97,12.99,107.97
2025-02,State Bank of India,Remitter,4400.89,92.13,0.34,7.53,4054.54,7.87
2025-02,HDFC Bank Ltd.,Remitter,1335.84,93.74,0.06,6.2,1252.22,6.26
2025-02,Bank of Baroda,Remitter,1107.47,90.78,0.06,9.16,1005.36,9.22
2025-02,Union Bank of India,Remitter,1035.24,91.72,0.22,8.05,949.52,8.27
2025-02,Punjab National Bank,Remitter,925.01,89.74,0.14,10.12,830.1,10.26
2025-02,Kotak Mahindra Bank,Remitter,838.1,89.58,0.19,10.23,750.77,10.42
2025-02,Canara Bank,Remitter,799.21,90.86,0.44,8.7,726.16,9.14
2025-02,Axis Bank Ltd.,Remitter,774.8,93.21,0.02,6.78,722.19,6.8
2025-02,ICICI Bank Ltd.,Remitter,646.14,94.86,0.06,5.08,612.93,5.14
2025-02,Bank Of India,Remitter,524.43,92,0.83,7.17,482.48,8
2025-02,Indian Bank,Remitter,517.21,91.87,0.05,8.08,475.16,8.13
2025-02,Airtel Payments Bank Limited,Remitter,494.58,79.75,2.41,17.84,394.43,20.25
2025-02,India Post Payments Bank Ltd.,Remitter,488.27,84.83,1.13,14.04,414.2,15.17
2025-02,Indian Overseas Bank,Remitter,257.53,91.88,0.19,7.93,236.62,8.12
2025-02,Central Bank of India,Remitter,234.96,85.99,0.52,13.49,202.04,14.01
2025-02,Federal Bank Ltd.,Remitter,234.23,91.54,0.14,8.32,214.41,8.46
2025-02,UCO Bank,Remitter,222.51,90.4,0.38,9.22,201.15,9.6
2025-02,Bank of Maharashtra,Remitter,183.07,92.04,0.5,7.47,168.5,7.97
2025-02,Fino Payments Bank Ltd.,Remitter,182.03,89.88,0.22,9.89,163.61,10.11
2025-02,Indusind Bank Ltd.,Remitter,180.68,87.51,0.37,12.12,158.11,12.49
2025-02,IDBI Bank Ltd.,Remitter,177.38,92.32,0.34,7.34,163.76,7.68
2025-02,Yes Bank Ltd.,Remitter,150.13,86.99,0.23,12.77,130.6,13
2025-02,Karnataka Bank,Remitter,127.01,90.88,0.47,8.65,115.43,9.12
2025-02,IDFC Bank Ltd.,Remitter,99.48,90.73,0.02,9.24,90.26,9.26
2025-02,Karur Vysya Bank,Remitter,80.65,91.79,0.34,7.87,74.03,8.21
2025-02,The Jammu & Kashmir Bank Limited,Remitter,80.46,91.31,2.36,6.33,73.47,8.69
2025-02,Tri O Tech Solutions Private Limited,Remitter,76.79,100,0,0,76.79,0
2025-02,Bandhan Bank limited,Remitter,74.75,92.93,2.05,5.02,69.47,7.07
2025-02,AU Small Finance Bank,Remitter,67.04,86.79,0.43,12.78,58.18,13.21
2025-02,The South Indian Bank Limited,Remitter,63.83,93.57,0.6,5.83,59.73,6.43
2025-02,Punjab and Sind Bank,Remitter,48.34,89.73,0.59,9.68,43.38,10.27
2025-02,City Union Bank,Remitter,48.24,91.53,0.13,8.33,44.15,8.46
2025-02,Ujjivan Small Finance Bank Limited,Remitter,46.36,94.56,0.1,5.35,43.84,5.45
2025-02,Tamilnad Mercantile Bank Limited,Remitter,45.82,91.37,0.5,8.13,41.87,8.63
2025-02,Kerala Gramin Bank,Remitter,39.96,92.08,0.63,7.29,36.8,7.92
2025-02,JIO Payments Bank Ltd,Remitter,39.6,86.44,0.62,12.94,34.23,13.56
2025-02,Baroda U.P. Bank,Remitter,35.45,92.12,1.84,6.03,32.66,7.87
2025-02,Telangana Grameena Bank,Remitter,31.21,83.85,3.81,12.35,26.17,16.16
2025-02,Karnataka Gramin Bank,Remitter,31.05,88.53,1.32,10.15,27.49,11.47
2025-02,NSDL Payments Bank Limited,Remitter,30.8,68.39,15.71,15.91,21.06,31.62
2025-02,Rajasthan Marudhara Gramin Bank,Remitter,30.74,80.12,5.59,14.29,24.63,19.88
2025-02,Maharashtra Gramin Bank,Remitter,30.5,86.01,2.01,11.99,26.23,14
2025-02,ESAF Small Finance Bank Ltd,Remitter,28.79,94.28,1.57,4.15,27.14,5.72
2025-02,DBS Bank India Limited,Remitter,28.75,92.2,0.05,7.75,26.51,7.8
2025-02,RBL Bank Ltd.,Remitter,28.55,91.46,0.79,7.75,26.11,8.54
2025-02,Equitas Small Finance Bank,Remitter,28.49,89.74,0.54,9.72,25.57,10.26
2025-02,Saraswat Co-operative Bank,Remitter,26.38,93.24,0.61,6.16,24.6,6.77
2025-02,Standard Chartered Bank,Remitter,25.11,95.66,0.05,4.29,24.02,4.34
2025-02,Andhra Pragathi Grameena Bank,Remitter,23.7,83.93,3.53,12.53,19.89,16.06
2025-02,Sarva Haryana Gramin Bank,Remitter,20.73,92.58,2.9,4.52,19.19,7.42
2026-02,State Bank of India,Remitter,5518.02,92.24,4,7.73,5089.82,11.73
2026-02,HDFC Bank Ltd.,Remitter,1525.33,94.07,9,5.84,1434.88,14.84
2026-02,Bank of Baroda,Remitter,1460.03,89.37,1,10.62,1304.83,11.62
2026-02,Union Bank of India,Remitter,1285.21,91.21,1,8.79,1172.24,9.79
2026-02,Punjab National Bank,Remitter,1150.14,88.49,61,10.9,1017.76,71.9
2026-02,Canara Bank,Remitter,1029.34,91.63,15,8.22,943.18,23.22
2026-02,Kotak Mahindra Bank,Remitter,1020.92,90.24,0,9.76,921.28,9.76
2026-02,Axis Bank Ltd.,Remitter,934.11,94.09,0,5.91,878.9,5.91
2026-02,INDIA POST PAYMENTS BANK LIMITED,Remitter,769.03,82.05,59,17.36,630.99,76.36
2026-02,Indian Bank,Remitter,703.41,90.72,1,9.27,638.13,10.27
2026-02,ICICI Bank Ltd.,Remitter,691.15,95.5,0,4.5,660.05,4.5
2026-02,Airtel Payments Bank Limited,Remitter,680.62,77.78,25,21.97,529.39,46.97
2026-02,Bank Of India,Remitter,644.12,91.74,57,7.69,590.92,64.69
2026-02,Indian Overseas Bank,Remitter,369.12,91.71,9,8.19,338.52,17.19
2026-02,Central Bank of India,Remitter,357.01,88.96,80,10.24,317.6,90.24
2026-02,UCO Bank,Remitter,298.32,87.95,21,11.84,262.37,32.84
2026-02,Federal Bank Ltd.,Remitter,266.98,91.74,7,8.19,244.93,15.19
2026-02,Fino Payments Bank Ltd.,Remitter,236.38,78.72,6,21.22,186.08,27.22
2026-02,Bank of Maharashtra,Remitter,229.72,92.28,1,7.71,211.99,8.71
2026-02,Indusind Bank Ltd.,Remitter,222.25,86.77,30,12.92,192.85,42.92
2026-02,IDBI Bank Ltd.,Remitter,203.74,92.83,0,7.17,189.13,7.17
2026-02,Yes Bank Ltd.,Remitter,154.27,90.79,6,9.15,140.06,15.15
2026-02,Tri O Tech Solutions Private Limited,Remitter,147.62,100,0,0,147.62,0
2026-02,Karnataka Bank,Remitter,145.72,90.8,34,8.86,132.31,42.86
2026-02,IDFC Bank Ltd.,Remitter,143.48,92.82,42,6.77,133.18,48.77
2026-02,The Jammu & Kashmir Bank Limited,Remitter,99.71,92.09,14,7.77,91.82,21.77
2026-02,Karur Vysya Bank,Remitter,96.54,92.17,14,7.69,88.98,21.69
2026-02,BANDHAN BANK LIMITED,Remitter,92.43,94.94,25,4.8,87.75,29.8
2026-02,JIO PAYMENTS BANK LTD,Remitter,89.08,82.14,28,17.58,73.17,45.58
2026-02,AU small Finance Bank,Remitter,81.88,88,0,12,72.05,12
2026-02,The South Indian Bank Limited,Remitter,75.83,94.11,6,5.84,71.36,11.84
2026-02,Baroda U.P. Bank,Remitter,75.3,88.41,7.26,4.33,66.57,11.59
2026-02,NSDL Payments Bank Limited,Remitter,68.12,74.79,4.88,20.33,50.95,25.21
2026-02,Punjab and Sind Bank,Remitter,61.26,88.17,26,11.57,54.01,37.57
2026-02,Slice Small Finance Bank Limited,Remitter,60.71,95.03,0,4.97,57.69,4.97
2026-02,Tamilnad Mercantile Bank Limited,Remitter,59.48,91.34,70,7.97,54.33,77.97
2026-02,UJJIVAN SMALL FINANCE BANK LIMITED,Remitter,57.23,87.98,7,11.95,50.35,18.95
2026-02,City Union Bank,Remitter,57.07,91.46,20,8.34,52.2,28.34
2026-02,Rajasthan Marudhara Gramin Bank,Remitter,56.22,84.8,1.86,13.35,47.67,15.21
2026-02,Karnataka Gramin Bank,Remitter,53.13,87.04,1.45,11.51,46.24,12.96
2026-02,KERALA GRAMIN BANK,Remitter,52.11,92.54,30,7.17,48.22,37.17
2026-02,TELANGANA GRAMEENA BANK,Remitter,45.12,86.99,1.33,11.67,39.25,13
2026-02,CHAITANYA GODAVARI GRAMEENA BANK,Remitter,41.7,86.75,1.61,11.64,36.17,13.25
2026-02,Maharashtra Gramin Bank,Remitter,38.34,83.03,1.43,15.54,31.83,16.97
2026-02,ESAF SMALL FINANCE BANK LTD,Remitter,34.11,96.13,26,3.61,32.79,29.61
2026-02,RBL Bank Ltd.,Remitter,31.46,92.52,41,7.07,29.11,48.07
2026-02,Saraswat Co-operative Bank,Remitter,30.91,94.12,37,5.51,29.09,42.51
2026-02,DBS Bank India Limited,Remitter,29.9,91.17,22,8.61,27.26,30.61
2026-02,EQUITAS SMALL FINANCE BANK,Remitter,27.51,89.61,2,10.37,24.65,12.37
2026-02,SARVA HARYANA GRAMIN BANK,Remitter,26.06,89.86,2.66,7.47,23.42,10.13
2024-01,State Bank Of India,Remitter,3128.97,95.62,19,4.19,2991.92,23.19
2024-01,HDFC BANK LTD,Remitter,1040.25,96.49,0,3.51,1003.74,3.51
2024-01,Bank of Baroda,Remitter,781.72,95.28,4,4.68,744.82,8.68
2024-01,Union Bank of India,Remitter,753.66,94.51,1.15,4.34,712.28,5.49
2024-01,Punjab National Bank,Remitter,618.95,94.78,27,4.95,586.64,31.95
2024-01,Kotak Mahindra Bank,Remitter,600.83,93.64,1.17,5.19,562.62,6.36
2024-01,Canara Bank,Remitter,572.16,94.18,44,5.38,538.86,49.38
2024-01,Axis Bank Ltd.,Remitter,559.49,96.11,30,3.58,537.73,33.58
2024-01,ICICI Bank,Remitter,547.55,96.59,8,3.32,528.88,11.32
2024-01,Paytm Payments Bank,Remitter,410.06,96.3,1,3.7,394.89,4.7
2024-01,Bank of India,Remitter,389.29,95.33,8,4.59,371.11,12.59
2024-01,Indian Bank,Remitter,348.89,95.15,37,4.47,331.97,41.47
2024-01,Airtel Payments Bank,Remitter,337.05,89.95,1.07,8.98,303.18,10.05
2024-01,India Post Payment Bank,Remitter,265.13,82.66,5.14,12.2,219.16,17.34
2024-01,Federal Bank,Remitter,185.9,95.53,19,4.28,177.59,23.28
2024-01,Central Bank Of India,Remitter,178.41,85.44,5.18,9.38,152.43,14.56
2024-01,Indian Overseas Bank,Remitter,165.09,94.28,1.31,4.41,155.65,5.72
2024-01,UCO Bank,Remitter,152.41,88.37,4.16,7.47,134.68,11.63
2024-01,IDBI Bank Limited,Remitter,141.57,92.73,2.98,4.28,131.28,7.26
2024-01,Bank of Maharashtra,Remitter,136.29,94.42,97,4.61,128.69,101.61
2024-01,INDUSIND BANK,Remitter,125.63,93.06,97,5.97,116.91,102.97
2024-01,Fino Payments Bank Limited FIP,Remitter,115.14,89.66,93,9.41,103.23,102.41
2024-01,Karnataka Bank,Remitter,97.36,91.93,59,7.49,89.5,66.49
2024-01,Yes Bank Ltd,Remitter,93.47,94.92,10,4.98,88.72,14.98
2024-01,IDFC FIRST Bank,Remitter,73.92,94.2,3,5.77,69.63,8.77
2024-01,Karur Vysya Bank,Remitter,59.56,94.12,34,5.54,56.06,39.54
2024-01,Bandhan Bank,Remitter,49.22,87.51,6.32,6.16,43.07,12.48
2024-01,South Indian Bank,Remitter,48.9,96.35,11,3.55,47.12,14.55
2024-01,Jammu and Kashmir Bank,Remitter,44.46,91.55,1.24,7.21,40.7,8.45
2024-01,Ujjivan Small Finance Bank,Remitter,38.33,92.75,1.59,5.66,35.55,7.25
2024-01,AU small Finance Bank,Remitter,37.48,95.19,29,4.51,35.68,33.51
2024-01,Tri O Tech Solutions Private Limited,Remitter,36.62,100,0,0,36.62,0
2024-01,City Union Bank,Remitter,35.87,93.46,32,6.23,33.52,38.23
2024-01,Tamilnad Mercantile Bank,Remitter,32.19,92.76,26,6.99,29.86,32.99
2024-01,Punjab and Sind Bank,Remitter,30.87,93.14,76,6.1,28.75,82.1
2024-01,Equitas Bank,Remitter,28.56,93.04,0,6.96,26.57,6.96
2024-01,Standard Chartered,Remitter,26.21,97.18,50,2.33,25.47,52.33
2024-01,Andhra Pradesh Grameena Vikas Bank,Remitter,25.95,86.69,1.51,11.8,22.5,13.31
2024-01,DBS Bank India Limited,Remitter,24.57,95.78,11,4.11,23.53,15.11
2024-01,Pragathi Krishna Gramin Bank,Remitter,24.49,81.75,10.41,7.84,20.02,18.25
2024-01,Kerala Gramin Bank,Remitter,23.61,90.1,3.96,5.94,21.27,9.9
2024-01,Maharashtra Gramin Bank,Remitter,22.84,84.76,4.26,10.98,19.36,15.24
2024-01,Saraswat Bank,Remitter,21.62,94.6,87,4.52,20.45,91.52
2024-01,ESAF Small Finance Bank Ltd.,Remitter,20.91,88.57,6.37,5.06,18.52,11.43
2024-01,Rajasthan Marudhara Gramin Bank,Remitter,20.02,88.02,63,11.36,17.62,74.36
2024-01,Baroda UP Gramin Bank,Remitter,19.44,54.14,36.31,9.55,10.52,45.86
2024-01,Citibank,Remitter,19.38,96.67,26,3.07,18.73,29.07
2024-01,Fincare Small Finance Bank Ltd,Remitter,17.51,86.69,92,12.38,15.18,104.38
2024-01,RBL Bank,Remitter,15.89,82.78,11.68,5.54,13.15,17.22
2024-01,Sarva Haryana Gramin Bank,Remitter,14.96,92.64,47,6.89,13.86,53.89
2025-01,State Bank of India,Remitter,4664.49,91.22,0.84,7.93,4254.95,8.77
2025-01,HDFC Bank Ltd.,Remitter,1419.33,93.64,0.08,6.28,1329.06,6.36
2025-01,Bank of Baroda,Remitter,1159.99,91.22,0.28,8.5,1058.14,8.78
2025-01,Union Bank of India,Remitter,1086.26,91.25,0.68,8.07,991.21,8.75
2025-01,Punjab National Bank,Remitter,976.62,89.56,0.13,10.31,874.66,10.44
2025-01,Kotak Mahindra Bank,Remitter,889.41,89.73,0.06,10.22,798.07,10.28
2025-01,Canara Bank,Remitter,835.68,91.83,0.37,7.8,767.4,8.17
2025-01,Axis Bank Ltd.,Remitter,821.68,93.47,0.02,6.51,768.02,6.53
2025-01,ICICI Bank Ltd.,Remitter,692.71,94.98,0.06,4.96,657.94,5.02
2025-01,Bank Of India,Remitter,556.22,92.58,0.37,7.05,514.95,7.42
2025-01,Airtel Payments Bank Limited,Remitter,553.22,85.84,0.45,13.72,474.88,14.17
2025-01,Indian Bank,Remitter,539.83,91.9,0.06,8.04,496.1,8.1
2025-01,India Post Payments Bank Ltd.,Remitter,496.43,83.69,1.51,14.8,415.46,16.31
2025-01,Indian Overseas Bank,Remitter,264.2,92.14,0.31,7.55,243.43,7.86
2025-01,Federal Bank Ltd.,Remitter,250.01,91.29,0.24,8.47,228.23,8.71
2025-01,Central Bank of India,Remitter,246.28,85.69,0.85,13.46,211.04,14.31
2025-01,UCO Bank,Remitter,231.83,90.85,0.16,8.99,210.62,9.15
2025-01,Bank of Maharashtra,Remitter,194.89,92.3,0.09,7.61,179.88,7.7
2025-01,Indusind Bank Ltd.,Remitter,191.69,87.62,0.19,12.19,167.96,12.38
2025-01,IDBI Bank Ltd.,Remitter,188.22,92.26,0.25,7.49,173.65,7.74
2025-01,Fino Payments Bank Ltd.,Remitter,185.4,91.8,0.14,8.05,170.2,8.19
2025-01,Yes Bank Ltd.,Remitter,168.5,84.22,0.19,15.59,141.91,15.78
2025-01,Karnataka Bank,Remitter,136.62,90.2,0.14,9.67,123.23,9.81
2025-01,IDFC Bank Ltd.,Remitter,104.47,90.66,0.03,9.31,94.71,9.34
2025-01,Karur Vysya Bank,Remitter,84.1,92.02,0.34,7.64,77.39,7.98
2025-01,The Jammu & Kashmir Bank Limited,Remitter,82.35,93.48,0.21,6.31,76.98,6.52
2025-01,Tri O Tech Solutions Private Limited,Remitter,78.71,100,0,0,78.71,0
2025-01,Bandhan Bank limited,Remitter,78.53,92.71,2.01,5.28,72.81,7.29
2025-01,AU Small Finance Bank,Remitter,69.84,86.6,1.15,12.25,60.48,13.4
2025-01,The South Indian Bank Limited,Remitter,67.76,94.1,0.26,5.64,63.76,5.9
2025-01,Punjab and Sind Bank,Remitter,50.26,90.33,0.28,9.39,45.4,9.67
2025-01,City Union Bank,Remitter,49.76,91.73,0.16,8.11,45.64,8.27
2025-01,Ujjivan Small Finance Bank Limited,Remitter,49.3,94.68,0.38,4.95,46.68,5.33
2025-01,Tamilnad Mercantile Bank Limited,Remitter,47.41,91.51,0.18,8.31,43.38,8.49
2025-01,Kerala Gramin Bank,Remitter,41.85,91.6,1.01,7.39,38.33,8.4
2025-01,JIO Payments Bank Ltd,Remitter,38.84,86.01,1.63,12.36,33.41,13.99
2025-01,Baroda U.P. Bank,Remitter,35.83,90.54,3.23,6.23,32.44,9.46
2025-01,Karnataka Gramin Bank,Remitter,33.43,86.15,4.46,9.39,28.8,13.85
2025-01,Rajasthan Marudhara Gramin Bank,Remitter,31.82,81.68,5.43,12.9,25.99,18.33
2025-01,Maharashtra Gramin Bank,Remitter,31.62,86.2,1.69,12.11,27.26,13.8
2025-01,Equitas Small Finance Bank,Remitter,31.07,90.38,0.1,9.51,28.08,9.61
2025-01,DBS Bank India Limited,Remitter,30.85,92.01,0.07,7.92,28.39,7.99
2025-01,ESAF Small Finance Bank Ltd,Remitter,30.15,95.22,0.31,4.46,28.71,4.77
2025-01,RBL Bank Ltd.,Remitter,29.51,91.9,0.37,7.73,27.12,8.1
2025-01,NSDL Payments Bank Limited,Remitter,29.28,74.94,5,20.06,21.94,25.06
2025-01,Saraswat Co-operative Bank,Remitter,28.32,93.24,0.34,6.42,26.41,6.76
2025-01,Standard Chartered Bank,Remitter,26.87,95.22,0.56,4.22,25.59,4.78
2025-01,Telangana Grameena Bank,Remitter,26.64,79.06,5.13,15.81,21.06,20.94
2025-01,Andhra Pragathi Grameena Bank,Remitter,25.58,76.03,12.07,11.9,19.45,23.97
2025-01,Sarva Haryana Gramin Bank,Remitter,21.26,94.63,0.73,4.63,20.12,5.36
2026-01,State Bank of India,Remitter,5855.79,92.07,32,7.61,5391.43,39.61
2026-01,HDFC Bank Ltd.,Remitter,1651.17,94.08,5,5.87,1553.42,10.87
2026-01,Bank of Baroda,Remitter,1542.14,89.46,1,10.53,1379.6,11.53
2026-01,Union Bank of India,Remitter,1353.05,91.03,24,8.72,1231.68,32.72
2026-01,Punjab National Bank,Remitter,1222.89,88.58,54,10.88,1083.24,64.88
2026-01,Canara Bank,Remitter,1093.77,90.83,55,8.63,993.47,63.63
2026-01,Kotak Mahindra Bank,Remitter,1091.42,90.27,0,9.73,985.22,9.73
2026-01,Axis Bank Ltd.,Remitter,1016.49,94.22,0,5.78,957.74,5.78
2026-01,INDIA POST PAYMENTS BANK LIMITED,Remitter,832.71,82.08,64,17.28,683.49,81.28
2026-01,ICICI Bank Ltd.,Remitter,764.26,95.29,40,4.3,728.26,44.3
2026-01,Indian Bank,Remitter,738.42,90.76,19,9.05,670.19,28.05
